,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,MOS,MOS handheld,Packet_Loss,Res_Id,ReTrans
0,0.346321324,0.067745963,0.191952949,0.456719815,0.183286831,0.093981139,0.051479588,0.49977181,0.680378178,0.488527624,0.816382936,0.851814316,1.35E-16,0.242678875,0.034905648,0.080925015,0.22065616,0.233955672,0.166855181,0.135054795,0.281083067,0.209294167,0.059463901,0.258650556,0.318491932,0.5,0.274405013,0.537313433,0.467741935,0.258426966,0.333333333,0.555555556,0.823529412,0.58490566,0.623867069,1,0.346321324,0,0.188205128,0.408450704,0.008474576,0.012658228,0,0.429712005,0.565217391,0.377358491,0.765508095,0.642857143,1,0,0,0,0,0
1,0.346321324,0,0.188205128,0.447761194,0.158743997,0.012658228,0,0.554702495,0.764705882,0.576923077,0.807102502,1,0,0,0,0,0,0,0,0,0,0,0,0,0.318491932,0,0.188205128,0.447761194,0.151062836,0.011235955,0,0.540229885,0.764705882,0.566037736,0.503524673,1,0.346321324,0,0.188205128,0.478873239,0.158743997,0.012658228,0,0.586541203,0.826086957,0.58490566,0.807102502,1,0.006334274,0,0,0,0,0
2,0.346321324,0,0.188205128,0.447761194,0.158743997,0.012658228,0,0.554702495,0.764705882,0.576923077,0.807102502,1,0,0,0,0,0,0,0,0,0,0,0,0,0.318491932,0,0.188205128,0.447761194,0.151062836,0.011235955,0,0.540229885,0.764705882,0.566037736,0.503524673,1,0.346321324,0,0.188205128,0.478873239,0.158743997,0.012658228,0,0.586541203,0.826086957,0.58490566,0.807102502,1,0,0.471338107,0.539441698,0,0,0
3,0.346321324,0,0.188205128,0.447761194,0.158743997,0.012658228,0,0.554702495,0.764705882,0.576923077,0.807102502,1,0,0,0,0,0,0,0,0,0,0,0,0,0.318491932,0,0.188205128,0.447761194,0.151062836,0.011235955,0,0.540229885,0.764705882,0.566037736,0.503524673,1,0.346321324,0,0.188205128,0.478873239,0.158743997,0.012658228,0,0.586541203,0.826086957,0.58490566,0.807102502,1,0.006208843,0,0,0,0,0
4,0.346321324,0.25,0.188205128,0.462686567,0.270049965,0.03164557,0,0.516314779,0.676470588,0.548076923,0.807102502,0.849056604,0,0.5,0,0.03875969,0.319363316,0.061745302,0,0.153108836,0.375,0.126552116,0,0.380952381,0.318491932,0.5,0.188205128,0.47761194,0.362903226,0.04494382,0,0.540229885,0.764705882,0.566037736,0.503524673,1,0.346321324,0,0.188205128,0.478873239,0.158743997,0.012658228,0,0.515255204,0.695652174,0.528301887,0.807102502,0.714285714,0.006271558,0.405739134,0.480102612,0,0,0
5,0.346321324,0.5,0.188205128,0.47761194,0.381355932,0.050632911,0,0.477927063,0.588235294,0.519230769,0.807102502,0.698113208,0,0,0,0,0,0,0,0,0,0,0,0,0.318491932,0.5,0.188205128,0.47761194,0.362903226,0.04494382,0,0.463601533,0.588235294,0.509433962,0.503524673,0.692307692,0.346321324,0.5,0.188205128,0.507042254,0.381355932,0.050632911,0,0.515255204,0.695652174,0.528301887,0.807102502,0.714285714,0.00752587,0.451081936,0.521439904,0,0,0
6,0.346321324,0.5,0.188205128,0.47761194,0.381355932,0.050632911,0,0.477927063,0.588235294,0.519230769,0.807102502,0.698113208,0,0,0,0,0,0,0,0,0,0,0,0,0.318491932,0.5,0.188205128,0.47761194,0.362903226,0.04494382,0,0.463601533,0.588235294,0.509433962,0.503524673,0.692307692,0.346321324,0.5,0.188205128,0.507042254,0.381355932,0.050632911,0,0.515255204,0.695652174,0.528301887,0.807102502,0.714285714,0.047789276,0.373721825,0.449917554,0,1,0
7,0.346321324,0.5,0.188205128,0.47761194,0.381355932,0.050632911,0,0.477927063,0.588235294,0.519230769,0.807102502,0.698113208,0,0,0,0,0,0,0,0,0,0,0,0,0.318491932,0.5,0.188205128,0.47761194,0.362903226,0.04494382,0,0.463601533,0.588235294,0.509433962,0.503524673,0.692307692,0.346321324,0.5,0.188205128,0.507042254,0.381355932,0.050632911,0,0.515255204,0.695652174,0.528301887,0.807102502,0.714285714,0.013295704,0.499036435,0.563658902,0,0,0
8,0.346321324,0.5,0.188205128,0.507462687,0.436440678,0.044303797,0,0.447216891,0.5,0.480769231,0.807102502,0.679245283,0,0,0,0.07751938,0.158051248,0.020581767,0,0.122487069,0.375,0.168736154,0,0.047619048,0.318491932,0.5,0.188205128,0.537313433,0.467741935,0.04494382,0,0.463601533,0.588235294,0.509433962,0.503524673,0.692307692,0.346321324,0.5,0.188205128,0.507042254,0.381355932,0.037974684,0,0.458226404,0.565217391,0.452830189,0.807102502,0.678571429,0.006208843,0.473879189,0.541681814,0,0,0
9,0.346321324,0.25,0.188205128,0.514925373,0.351694915,0.164556962,0,0.401151631,0.5,0.403846154,0.807102502,0.679245283,0,0.5,0,0.058139535,0.401207015,0.411635348,0,0.061243534,0.375,0.168736154,0,0.047619048,0.318491932,0.5,0.188205128,0.537313433,0.467741935,0.258426966,0,0.402298851,0.588235294,0.433962264,0.503524673,0.692307692,0.346321324,0,0.188205128,0.521126761,0.211864407,0.037974684,0,0.429712005,0.565217391,0.377358491,0.807102502,0.678571429,0.057322045,0.662268239,0.700547827,0,2,0
